code,name,price,change_pct,pe_ttm,pb,mcap_yi
002708,光洋股份,13.79,-3.16,72.04,4.38,71.25
001258,立新能源,7.82,-1.64,72.42,2.39,72.99
688510,航亚科技,25.49,1.47,72.46,5.62,66.15
688181,八亿时空,44.07,0.23,72.48,2.87,59.27
002945,华林证券,13.34,-2.49,72.48,4.9,360.18
603698,航天工程,30.24,-1.47,72.49,4.66,162.08
002703,浙江世宝,15.32,-1.16,72.58,5.96,89.78
001298,好上好,19.75,-2.23,72.62,5.13,80.47
300115,长盈精密,29.25,-3.15,72.66,4.69,397.02
600959,江苏有线,3.17,-3.35,72.91,0.7,158.52
605208,永茂泰,15.67,3.36,72.98,2.35,51.7
600230,沧州大化,14.21,-0.14,73.02,1.45,58.82
002957,科瑞技术,51.87,-3.06,73.04,6.58,217.17
300454,深信服,98.0,-2.67,73.18,3.89,282.24
000533,顺钠股份,10.53,-1.59,73.21,7.38,72.12
300913,兆龙互连,52.83,-4.03,73.22,6.84,135.13
002777,久远银海,13.23,-3.36,73.28,3.18,53.52
300257,开山股份,26.24,-2.34,73.34,3.93,250.51
688372,伟测科技,151.94,0.22,73.36,6.1,255.39
688508,芯朋微,88.15,1.32,73.44,4.25,116.73
300133,华策影视,7.04,-3.83,73.74,1.81,118.02
000601,韶能股份,6.9,-2.54,73.77,1.78,72.42
301297,富乐德,42.97,-1.56,73.91,5.88,156.96
300258,精锻科技,11.56,-3.67,74.08,1.45,65.88
300432,富临精工,21.95,-1.83,74.08,7.93,371.11
600468,百利电气,5.63,-2.43,74.13,3.0,61.24
002787,华源控股,26.1,-3.87,74.18,4.69,64.75
600292,电投水电,13.19,1.31,74.21,3.36,57.94
000534,万泽股份,29.42,2.37,74.29,8.73,147.37
603757,大元泵业,46.69,-3.03,74.47,4.18,87.1
603032,德新科技,21.97,-2.01,74.54,4.42,50.93
600345,长江通信,57.01,-1.09,74.9,4.93,120.61
002721,金一文化,2.36,-2.07,75.12,2.92,62.76
688308,欧科亿,142.0,2.14,75.2,7.96,225.47
600191,华资实业,10.68,-3.78,75.37,3.03,51.79
603099,长白山,36.86,-4.46,75.45,6.67,100.39
603090,宏盛股份,57.64,-3.6,75.69,9.27,57.64
300170,汉得信息,16.84,-2.49,76.06,3.05,167.31
000738,航发控制,18.18,0.72,76.09,1.9,239.1
605168,三人行,46.02,0.39,76.11,3.76,97.02
002685,华东重机,6.54,-2.97,76.19,4.0,65.89
601778,晶科科技,4.86,-2.21,76.7,1.15,180.94
000036,华联控股,4.96,-0.8,76.98,1.35,69.59
300723,一品红,34.12,0.32,77.06,7.96,143.03
688582,芯动联科,50.27,4.4,77.2,8.34,125.79
603191,XD望变电,15.7,-2.24,77.28,2.08,51.8
600645,中源协和,18.19,-1.78,77.35,2.29,85.09
000524,岭南控股,8.83,-2.75,77.52,2.56,59.16
600106,重庆路桥,4.98,1.01,77.73,1.24,66.19
603005,晶方科技,44.11,-1.72,77.81,6.28,287.67
600584,长电科技,71.95,-2.84,77.93,4.48,1287.48
688690,纳微科技,33.8,-2.17,78.03,6.81,136.49
600487,亨通光电,102.4,-4.19,78.22,7.79,2503.87
688400,凌云光,56.5,-2.13,78.22,4.74,260.45
688386,泛亚微透,80.79,0.3,78.4,5.43,73.52
605555,德昌股份,15.35,-0.07,78.8,2.48,74.3
688686,奥普特,124.12,-3.03,78.94,4.95,151.72
301256,华融化学,12.13,1.25,79.26,3.43,58.22
301196,唯科科技,158.89,2.77,79.36,5.96,130.23
603360,百傲化学,19.4,-3.05,79.43,9.72,137.01
000026,飞亚达,20.97,-1.36,79.46,2.54,76.45
603538,美诺华,36.99,-3.92,80.07,3.89,88.46
300722,新余国科,23.76,2.99,80.25,9.74,65.76
301566,达利凯普,32.49,-2.67,80.43,8.6,68.58
688800,瑞可达,110.62,-2.82,80.58,9.48,227.52
300925,法本信息,18.68,-0.8,80.59,3.6,65.29
300458,全志科技,30.4,-2.44,80.85,9.48,241.69
300244,迪安诊断,16.77,0.78,80.98,1.61,84.09
603290,斯达半导,111.45,1.4,81.33,3.83,266.89
688222,成都先导,24.95,-4.52,81.46,6.5,99.97
002201,九鼎新材,11.25,2.46,81.65,6.19,67.73
002937,兴瑞科技,36.96,3.1,81.79,8.04,114.7
600553,太行水泥,14.98,0.0,81.99,6.02,56.53
600115,中国东航,3.7,-3.39,82.14,5.8,629.92
688112,鼎阳科技,72.61,1.78,82.63,7.54,115.88
002320,海峡股份,6.77,-1.6,83.44,3.75,151.36
000935,四川双马,26.3,2.94,83.48,2.56,200.78
688312,燕麦科技,77.73,-0.63,83.61,7.77,114.04
002042,华孚时尚,3.63,-3.71,83.75,1.04,61.73
002617,露笑科技,8.13,-0.73,83.95,2.41,152.65
603301,振德医疗,84.07,1.72,84.02,3.9,221.84
600789,鲁抗医药,7.0,-1.96,84.13,1.42,62.91
001280,中国铀业,70.03,3.26,84.24,8.51,121.66
600171,上海贝岭,26.23,-0.79,84.42,4.09,185.95
000409,云鼎科技,8.81,-3.29,84.46,3.64,52.02
688353,华盛锂电,81.24,1.28,84.49,3.67,129.58
601727,上海电气,7.09,-1.66,85.12,2.01,894.45
002870,香山股份,39.95,-2.51,85.35,3.26,51.83
300939,秋田微,53.41,-3.42,85.82,4.5,64.09
001896,豫能控股,21.21,0.19,86.22,9.08,323.62
688333,铂力特,74.12,-4.78,86.33,4.07,203.33
688253,英诺特,56.64,1.54,86.39,3.7,77.59
600882,妙可蓝多,18.92,-0.16,86.43,2.08,96.5
003022,联泓新科,24.7,2.28,87.04,4.4,329.6
300751,迈为股份,212.34,4.78,87.41,7.65,409.5
603213,镇洋发展,14.93,0.4,87.73,3.65,65.99
688103,国力电子,60.43,2.6,88.11,5.11,57.6
002265,建设工业,19.88,-3.91,88.22,5.27,205.37
002079,苏州固锝,11.9,-0.83,88.52,2.66,96.5
600279,重庆港,4.4,-2.44,89.36,0.77,52.22
002271,东方雨虹,12.13,0.58,89.78,1.41,232.23
000562,宏源证券,30.5,0.0,90.22,7.22,1073.14
688063,派能科技,53.5,-2.71,90.41,1.43,131.27
002008,大族激光,121.45,-0.84,90.59,6.11,1161.95
002815,崇达技术,17.73,1.37,90.74,2.51,137.79
600510,黑牡丹,7.45,-3.5,91.02,0.73,76.89
600596,XD新安股,14.3,-3.57,91.9,1.55,192.99
605287,德才股份,39.38,3.09,91.97,3.49,55.13
002536,飞龙股份,40.46,-1.8,92.24,6.62,220.26
688396,华润微,63.03,-1.25,92.27,3.62,837.17
603626,科森科技,21.31,-2.43,92.53,5.19,118.24
688150,莱特光电,46.99,0.17,92.58,9.94,189.11
688626,翔宇医疗,46.6,-3.0,92.59,3.54,74.56
300619,金银河,37.71,-1.0,92.63,4.15,55.24
688279,峰岹科技,207.1,1.62,92.84,4.66,193.76
603000,人民网,16.03,-4.58,93.01,4.61,177.24
301328,维峰电子,53.88,-0.06,93.36,4.38,62.05
002635,安洁科技,16.27,-2.98,93.42,1.87,64.35
301529,福赛科技,107.45,-3.75,93.89,9.09,68.3
301522,上大股份,25.76,0.59,94.02,5.01,71.28
001203,大中矿业,41.09,4.55,94.18,8.58,536.62
688678,福立旺,20.4,1.29,94.91,3.56,82.23
603200,上海洗霸,44.68,-1.0,95.62,7.13,78.4
601360,三六零,9.0,-3.64,97.6,2.21,629.96
688305,科德数控,66.2,-0.18,97.7,4.65,87.53
600783,鲁信创投,21.95,-1.79,97.86,3.71,163.39
600375,汉马科技,3.86,-2.53,98.28,1.82,56.46
001313,粤海饲料,7.57,-1.69,98.64,2.07,52.93
688484,南芯科技,41.25,-1.46,98.86,4.34,176.41
300679,电连技术,54.34,-4.78,98.88,4.71,195.32
301150,中一科技,59.31,-0.62,99.24,3.77,129.83
603931,格林达,59.81,1.77,99.46,6.09,119.36
301458,钧崴电子,49.97,-3.03,99.64,8.29,58.71
603016,新宏泰,37.24,-1.43,100.44,6.52,55.17
000722,湖南发展,14.27,-2.93,100.68,2.05,66.24
300285,国瓷材料,62.4,2.08,100.86,8.75,532.69
688235,百济神州,208.0,-2.5,101.36,9.71,239.31
600771,广誉远,13.76,-1.5,101.75,3.96,67.35
300440,运达科技,19.28,3.88,101.8,5.13,84.41
002093,国脉科技,6.77,-3.29,102.46,1.78,68.21
600113,浙江东日,34.2,-0.73,102.49,5.75,140.71
688717,艾罗能源,90.72,0.37,102.5,3.27,89.86
002886,沃特股份,27.8,-3.14,102.64,3.99,58.12
605179,一鸣食品,13.77,-1.08,102.82,4.86,55.22
300951,博硕科技,43.7,0.48,102.91,3.36,66.16
300143,盈康生命,6.83,-3.39,103.34,2.63,56.94
603308,应流股份,57.39,-0.21,103.44,7.67,389.71
000401,金隅冀东,3.8,-1.3,103.74,0.39,99.99
688390,固德威,113.47,-0.47,104.31,9.69,275.8
688231,隆达股份,39.58,-0.33,104.99,3.48,97.71
002670,国盛证券,11.16,-3.21,105.84,1.9,181.17
002522,浙江众成,6.96,-4.53,106.92,2.73,62.99
002741,光华科技,27.63,-3.22,107.22,6.64,117.8
002132,恒星科技,5.34,-2.73,107.3,2.12,74.72
301638,南网数字,23.55,-0.72,107.47,6.67,58.93
688539,高华科技,30.35,-0.2,107.51,3.22,56.43
001400,江顺科技,109.18,2.4,107.6,7.28,50.48
300738,奥飞数据,18.95,-4.77,107.72,4.86,186.63
002885,京泉华,38.52,-2.13,107.8,6.81,91.39
600746,江苏索普,6.08,0.33,108.57,1.3,71.0
003021,兆威机电,97.61,-3.83,108.58,5.19,202.43
000748,长城信息,20.31,0.0,108.7,3.92,162.9
300741,华宝股份,14.1,-1.88,109.04,1.28,86.84
600226,亨通股份,7.5,-3.72,110.09,6.02,223.08
002625,光启技术,36.45,-1.62,110.21,8.03,785.34
688321,微芯生物,24.6,-1.17,110.75,4.47,100.32
688577,浙海德曼,46.08,0.37,111.43,7.24,71.79
300337,银邦股份,11.79,1.55,112.28,5.48,83.88
601666,平煤股份,9.1,0.55,112.54,1.03,224.71
002389,航天彩虹,18.17,-0.22,112.62,2.22,178.93
300617,安靠智电,53.6,-3.21,112.72,2.94,74.46
688232,新点软件,18.42,-3.36,112.89,1.11,59.31
300088,长信科技,7.79,-4.06,113.25,2.27,193.62
300223,北京君正,145.49,-2.32,113.26,5.55,613.52
002230,科大讯飞,40.79,-3.55,113.55,4.29,893.01
603206,嘉环科技,17.81,1.54,114.35,2.4,54.36
300493,润欣科技,13.32,-1.7,114.97,5.94,67.48
605389,长龄液压,82.25,-2.55,115.75,7.36,145.7
000519,中兵红箭,18.74,-0.16,115.84,2.51,260.97
600764,中国海防,18.78,-1.52,115.91,1.63,133.46
002969,嘉美包装,14.9,1.5,116.11,5.03,162.82
688307,中润光学,63.22,2.73,116.15,8.9,78.57
600702,舍得酒业,37.88,-2.92,116.25,1.79,126.0
000839,国安股份,2.61,-3.33,116.89,6.59,102.31
300739,明阳电路,26.82,0.41,117.08,3.65,92.04
603118,共进股份,11.91,-1.65,117.3,1.85,93.76
301012,扬电科技,26.67,-2.13,117.4,4.44,52.53
600751,海航科技,2.97,-0.67,118.09,1.14,76.42
600078,澄星股份,12.56,0.24,118.1,4.99,83.22
688108,赛诺医疗,19.49,1.14,118.43,8.21,81.46
000058,深 赛 格,6.73,-2.04,118.52,4.13,66.27
688151,华强科技,16.3,-2.45,118.71,1.33,56.15
600619,海立股份,14.42,-0.55,119.99,2.51,113.8
600460,士兰微,33.18,-1.04,120.34,4.53,552.14
001979,招商蛇口,8.27,1.1,120.76,0.76,695.8
688091,上海谊众,40.11,-3.54,120.97,5.72,82.91
601636,旗滨集团,6.63,0.45,121.03,1.34,196.16
603009,北特科技,43.36,-3.77,121.45,7.48,146.73
688729,屹唐股份,25.18,2.9,121.49,8.25,54.14
688499,利元亨,41.61,-4.06,121.97,3.0,70.21
688249,晶合集成,37.91,-1.3,122.88,3.47,458.86
600259,中稀有色,92.09,2.38,123.34,8.58,309.82
301191,菲菱科思,93.83,-1.65,123.89,5.38,68.55
002097,山河智能,8.07,-1.82,124.13,1.85,86.56
688375,国博电子,93.97,0.22,124.23,8.66,560.08
002077,大港股份,16.3,0.31,124.62,2.8,94.6
603171,税友股份,43.8,-1.99,124.66,6.91,177.78
300036,超图软件,12.26,-4.14,124.85,2.29,54.56
301349,信德新材,54.9,-2.0,124.86,2.86,61.77
688095,XD福昕软,65.2,-4.26,125.84,2.29,59.57
002232,启明信息,14.73,-4.6,126.26,4.29,60.18
688337,普源精电,69.07,-3.4,126.99,4.21,128.41
300153,科泰电源,22.82,-2.6,127.16,7.98,72.64
600201,生物股份,11.93,-1.08,127.2,2.43,132.63
002338,奥普光电,51.88,2.55,127.3,8.72,124.51
002196,方正电机,12.33,-4.12,128.25,4.29,60.22
601099,太平洋,3.15,-2.17,128.59,2.16,214.71
000875,电投绿能,5.91,-2.8,129.24,1.22,197.53
002935,天奥电子,20.18,3.33,129.45,5.3,83.77
603439,三力制药,15.47,4.74,129.85,4.24,62.47
600590,泰豪科技,11.45,-3.62,129.97,3.01,96.59
688160,步科股份,107.0,-4.02,130.16,7.56,97.19
603311,金海高科,38.93,1.04,130.82,6.81,91.83
601595,上海电影,17.76,-3.22,131.29,4.7,79.6
300034,钢研高纳,16.55,0.42,132.18,3.45,126.95
600313,农发种业,5.8,1.05,132.24,2.79,62.77
600068,葛洲坝,9.93,0.0,132.34,0.74,457.25
600037,歌华有线,6.51,-2.84,134.15,0.71,90.6
603358,华达科技,37.43,0.84,134.41,4.96,172.84
688683,莱尔科技,37.69,-2.0,135.13,5.02,58.49
300353,东土科技,20.51,-4.02,135.51,5.72,110.77
301487,盟固利,20.76,-4.11,136.13,4.94,56.63
300191,潜能恒信,29.56,1.69,136.68,8.3,65.39
600925,苏能股份,4.37,-1.58,137.37,1.93,70.18
600903,贵州燃气,9.18,-1.4,138.79,3.49,106.85
688432,有研硅,23.18,-2.89,138.9,6.42,289.82
688182,灿勤科技,34.8,2.26,140.13,6.16,139.2
600929,XD雪天盐,5.0,-0.6,140.18,1.09,82.01
301071,力量钻石,70.7,0.28,140.77,3.49,136.36
002122,ST汇洲,2.66,-0.37,140.87,2.44,52.87
002446,盛路通信,10.78,-0.46,141.86,3.88,91.39
300327,中颖电子,27.16,2.84,142.44,5.12,92.03
600515,海南机场,2.92,-1.35,144.65,1.38,267.94
688739,成大生物,20.08,-2.43,145.02,0.9,83.62
003043,华亚智能,82.01,1.72,145.94,6.33,68.76
000966,长源电力,4.71,1.07,146.31,1.22,163.96
002445,中南文化,3.23,0.31,146.38,3.36,76.43
600552,凯盛科技,20.59,-0.44,146.52,4.51,194.49
600693,东百集团,8.63,-3.79,146.65,2.08,74.99
300747,锐科激光,48.85,3.98,146.92,8.02,254.99
600435,北方导航,11.83,-3.03,147.08,6.24,178.91
600728,佳都科技,4.55,-4.01,147.5,1.23,97.03
300420,五洋自控,5.81,-2.35,147.7,2.73,64.86
300997,欢乐家,16.03,-0.93,148.1,7.01,63.25
301413,安培龙,85.08,-0.99,148.14,8.77,64.98
300083,创世纪,10.43,-1.7,148.23,3.27,155.63
688536,思瑞浦,282.87,0.0,148.6,6.14,383.71
300046,台基股份,28.77,0.95,149.05,5.92,68.05
002400,省广集团,6.86,-4.99,150.26,2.39,118.41
603687,大胜达,19.0,-0.94,150.61,3.19,104.51
002733,雄韬股份,31.39,-2.09,151.01,4.5,115.79
002730,电光科技,28.49,0.64,151.04,6.25,98.58
603219,富佳股份,14.82,-0.47,151.42,5.24,83.2
000990,诚志股份,8.86,-0.89,152.2,0.6,107.67
300316,晶盛机电,48.23,-2.09,152.42,3.71,593.98
688028,沃尔德,103.0,-1.51,152.79,7.77,155.48
688531,日联科技,171.5,-2.27,153.62,8.56,196.85
300005,探路者,15.0,2.04,153.94,6.15,131.49
600705,中航产融,3.47,0.0,154.05,0.82,305.51
300984,金沃股份,56.75,-2.78,154.36,4.36,50.28
600208,衢州发展,2.76,-0.72,154.88,0.56,234.82
688388,嘉元科技,52.15,2.66,155.23,2.94,237.63
300821,东岳硅材,17.87,-0.67,155.5,4.2,214.4
688275,万润新能,121.64,-1.11,155.8,2.78,153.41
300601,康泰生物,11.5,-2.21,158.12,1.41,103.54
000901,航天科技,17.68,-0.73,158.7,3.32,141.12
002812,恩捷股份,61.4,0.62,160.01,2.36,505.11
603319,美湖股份,34.01,1.31,161.0,4.72,115.34
688584,上海合晶,28.68,-0.9,161.7,4.6,98.46
600893,航发动力,38.19,0.55,161.75,2.53,1017.81
002024,ST易购,1.21,-0.82,162.27,0.91,111.96
300468,四方精创,22.11,-1.73,162.93,7.24,117.14
300185,通裕重工,2.75,-3.85,163.44,1.57,105.77
300343,ST联创,6.47,-0.31,163.85,3.53,68.98
688003,天准科技,95.57,-2.99,164.17,9.88,185.71
301510,固高科技,31.79,-1.88,164.67,8.76,88.74
600157,永泰能源,1.66,0.61,165.08,0.77,362.17
300834,星辉环材,45.22,-1.22,165.92,3.04,87.02
603078,江化微,46.36,1.44,167.44,8.96,178.78
605488,福莱新材,34.09,-4.03,168.06,4.55,94.16
002488,金固股份,9.63,-0.52,168.09,2.76,88.6
002256,兆新股份,4.2,-3.89,168.27,7.1,84.6
688663,新风光,85.37,3.33,168.91,8.71,120.78
002212,天融信,6.03,-4.13,169.87,0.75,70.36
301137,哈焊华通,35.76,-0.69,170.29,4.68,65.02
688328,深科达,67.28,0.0,170.92,7.56,63.55
600977,中国电影,13.26,-4.4,172.75,2.25,247.56
688575,亚辉龙,9.48,-0.84,173.93,2.0,54.17
301293,三博脑科,51.51,-2.07,174.22,4.5,106.1
300696,爱乐达,31.85,4.91,174.64,4.93,85.07
605298,必得科技,53.97,1.85,176.99,9.82,100.52
300215,电科院,6.77,-0.15,177.24,2.55,50.71
600203,福日电子,11.45,-1.12,177.74,4.11,67.9
300102,乾照光电,22.57,-1.01,178.33,4.83,206.72
688385,复旦微电,53.31,-1.31,179.62,6.99,287.55
300151,昌红科技,21.54,-0.37,179.77,7.46,79.41
603083,剑桥科技,171.08,-2.79,179.81,8.44,471.48
000970,中科三环,14.03,-3.24,181.02,2.62,170.57
688586,江航装备,11.69,0.69,181.67,3.74,92.51
688596,正帆科技,47.42,3.24,182.85,3.88,139.48
688351,微电生理,24.47,4.48,184.85,6.37,115.16
000555,神州信息,10.79,-4.17,185.05,1.85,105.16
300079,数码视讯,4.69,-4.48,187.31,1.62,60.1
000869,张  裕Ａ,17.28,-1.37,187.65,1.08,78.64
605288,凯迪股份,66.44,0.3,188.56,3.01,65.3
688767,博拓生物,38.36,-2.19,188.97,2.54,57.28
002046,国机精工,57.73,-2.45,190.16,7.1,306.07
002990,盛视科技,43.27,-2.37,192.47,4.59,59.72
688109,品茗科技,77.91,-3.22,193.14,7.94,61.43
002470,金正大,2.2,1.38,194.16,3.39,72.29
603015,弘讯科技,12.72,0.32,194.39,3.7,51.42
000796,凯撒旅业,4.32,-3.57,196.02,7.63,57.49
688777,中控技术,98.9,-4.34,197.56,7.97,778.54
002167,东方锆业,13.85,0.29,198.03,6.03,105.08
